sku,location_id,part_name,category,city,country_code,climate_zone,volatility_score,seasonality_score,weather_sensitivity_score,business_impact_score,peak_month,primary_trigger,primary_trigger_label,primary_trigger_uplift_percent,best_window_days,best_window_wape_percent,sensitivity_segment,profile_summary
PEU-OIL-5W30-5L,IT_MIL,Ulei motor 5W30 5L,maintenance,Milan,,South,0.1754,0.1127,0.0209,50.86,12,is_payday_window,payday window,35.5,7,13.7828,stable_monitor,"Milan / Ulei motor 5W30 5L: peak month 12, trigger payday window (+35.5%), recommended window 7 zile."
PEU-ANTIFREEZE-G12,PL_WAW,Antigel G12 concentrat 1L,coolant,Warsaw,,Central,0.2893,0.8383,0.3982,50.62,11,temperature_drop_flag,temperature drop,39.8,7,10.5586,stable_monitor,"Warsaw / Antigel G12 concentrat 1L: peak month 11, trigger temperature drop (+39.8%), recommended window 7 zile."
PEU-OIL-5W30-5L,FR_PAR,Ulei motor 5W30 5L,maintenance,Paris,,West,0.1757,0.1195,0.0,46.24,12,is_payday_window,payday window,35.2,7,13.7828,stable_monitor,"Paris / Ulei motor 5W30 5L: peak month 12, trigger payday window (+35.2%), recommended window 7 zile."
PEU-OIL-5W30-5L,FI_HEL,Ulei motor 5W30 5L,maintenance,Helsinki,,Nordic,0.1736,0.1182,0.0,46.19,12,is_payday_window,payday window,34.8,7,13.7828,stable_monitor,"Helsinki / Ulei motor 5W30 5L: peak month 12, trigger payday window (+34.8%), recommended window 7 zile."
PEU-OIL-5W30-5L,ES_MAD,Ulei motor 5W30 5L,maintenance,Madrid,,South,0.1739,0.1058,0.0074,45.37,8,is_payday_window,payday window,34.3,7,13.7828,stable_monitor,"Madrid / Ulei motor 5W30 5L: peak month 8, trigger payday window (+34.3%), recommended window 7 zile."
PEU-OIL-5W30-5L,NL_AMS,Ulei motor 5W30 5L,maintenance,Amsterdam,,West,0.1768,0.1125,0.0,45.03,12,is_payday_window,payday window,35.2,7,13.7828,stable_monitor,"Amsterdam / Ulei motor 5W30 5L: peak month 12, trigger payday window (+35.2%), recommended window 7 zile."
PEU-OIL-5W30-5L,DE_BER,Ulei motor 5W30 5L,maintenance,Berlin,,Central,0.1786,0.1107,0.0,44.18,7,is_payday_window,payday window,35.6,7,13.7828,stable_monitor,"Berlin / Ulei motor 5W30 5L: peak month 7, trigger payday window (+35.6%), recommended window 7 zile."
PEU-OIL-5W30-5L,SE_STO,Ulei motor 5W30 5L,maintenance,Stockholm,,Nordic,0.1743,0.1006,0.0,42.58,12,is_payday_window,payday window,34.6,7,13.7828,stable_monitor,"Stockholm / Ulei motor 5W30 5L: peak month 12, trigger payday window (+34.6%), recommended window 7 zile."
PEU-OIL-5W30-5L,CZ_PRG,Ulei motor 5W30 5L,maintenance,Prague,,Central,0.1803,0.1095,0.0,42.52,8,is_payday_window,payday window,35.7,7,13.7828,stable_monitor,"Prague / Ulei motor 5W30 5L: peak month 8, trigger payday window (+35.7%), recommended window 7 zile."
PEU-OIL-5W30-5L,EE_TLL,Ulei motor 5W30 5L,maintenance,Tallinn,,Nordic,0.1784,0.1001,0.0,42.41,8,is_payday_window,payday window,36.2,7,13.7828,stable_monitor,"Tallinn / Ulei motor 5W30 5L: peak month 8, trigger payday window (+36.2%), recommended window 7 zile."
PEU-OIL-5W30-5L,PL_WAW,Ulei motor 5W30 5L,maintenance,Warsaw,,Central,0.1811,0.1039,0.0,42.0,12,is_payday_window,payday window,35.9,7,13.7828,stable_monitor,"Warsaw / Ulei motor 5W30 5L: peak month 12, trigger payday window (+35.9%), recommended window 7 zile."
PEU-HEADLIGHT-H7,FI_HEL,Bec far H7,lighting,Helsinki,,Nordic,0.2438,0.6264,0.2851,41.86,11,weather_spike_flag,weather spike,28.5,7,9.3279,stable_monitor,"Helsinki / Bec far H7: peak month 11, trigger weather spike (+28.5%), recommended window 7 zile."
PEU-BRAKE-PADS-F,DE_BER,Placute frana fata,brakes,Berlin,,Central,0.1595,0.1132,0.0142,41.48,8,is_payday_window,payday window,24.6,7,12.5429,stable_monitor,"Berlin / Placute frana fata: peak month 8, trigger payday window (+24.6%), recommended window 7 zile."
PEU-HEADLIGHT-H7,EE_TLL,Bec far H7,lighting,Tallinn,,Nordic,0.2452,0.6324,0.3111,41.06,11,weather_spike_flag,weather spike,31.1,7,9.3279,stable_monitor,"Tallinn / Bec far H7: peak month 11, trigger weather spike (+31.1%), recommended window 7 zile."
PEU-BRAKE-PADS-F,FI_HEL,Placute frana fata,brakes,Helsinki,,Nordic,0.1531,0.1001,0.0126,40.57,12,is_payday_window,payday window,25.3,7,12.5429,stable_monitor,"Helsinki / Placute frana fata: peak month 12, trigger payday window (+25.3%), recommended window 7 zile."
PEU-HEADLIGHT-H7,SE_STO,Bec far H7,lighting,Stockholm,,Nordic,0.2438,0.6152,0.2856,40.31,11,weather_spike_flag,weather spike,28.6,7,9.3279,stable_monitor,"Stockholm / Bec far H7: peak month 11, trigger weather spike (+28.6%), recommended window 7 zile."
PEU-OIL-5W30-5L,DK_CPH,Ulei motor 5W30 5L,maintenance,Copenhagen,,North_Central,0.1802,0.0954,0.0,40.28,12,is_payday_window,payday window,36.4,7,13.7828,stable_monitor,"Copenhagen / Ulei motor 5W30 5L: peak month 12, trigger payday window (+36.4%), recommended window 7 zile."
PEU-BRAKE-PADS-F,ES_MAD,Placute frana fata,brakes,Madrid,,South,0.1576,0.1264,0.001,38.52,12,is_payday_window,payday window,25.2,7,12.5429,stable_monitor,"Madrid / Placute frana fata: peak month 12, trigger payday window (+25.2%), recommended window 7 zile."
PEU-BRAKE-PADS-F,NL_AMS,Placute frana fata,brakes,Amsterdam,,West,0.1565,0.1015,0.0086,37.55,12,is_payday_window,payday window,25.3,7,12.5429,stable_monitor,"Amsterdam / Placute frana fata: peak month 12, trigger payday window (+25.3%), recommended window 7 zile."
PEU-BRAKE-PADS-F,RO_BUC,Placute frana fata,brakes,Bucharest,,East,0.1599,0.0954,0.0325,37.09,12,is_payday_window,payday window,25.3,7,12.5429,stable_monitor,"Bucharest / Placute frana fata: peak month 12, trigger payday window (+25.3%), recommended window 7 zile."
PEU-HEADLIGHT-H7,FR_PAR,Bec far H7,lighting,Paris,,West,0.2432,0.6419,0.0696,36.85,11,promotion_flag,promotion,18.4,7,9.3279,stable_monitor,"Paris / Bec far H7: peak month 11, trigger promotion (+18.4%), recommended window 7 zile."
PEU-BRAKE-PADS-F,SE_STO,Placute frana fata,brakes,Stockholm,,Nordic,0.1584,0.106,0.0,36.49,8,is_payday_window,payday window,26.2,7,12.5429,stable_monitor,"Stockholm / Placute frana fata: peak month 8, trigger payday window (+26.2%), recommended window 7 zile."
PEU-BRAKE-PADS-F,CZ_PRG,Placute frana fata,brakes,Prague,,Central,0.1671,0.1512,0.0,36.47,12,is_payday_window,payday window,26.6,7,12.5429,stable_monitor,"Prague / Placute frana fata: peak month 12, trigger payday window (+26.6%), recommended window 7 zile."
PEU-HEADLIGHT-H7,PL_WAW,Bec far H7,lighting,Warsaw,,Central,0.2464,0.6242,0.224,36.41,11,weather_spike_flag,weather spike,22.4,7,9.3279,stable_monitor,"Warsaw / Bec far H7: peak month 11, trigger weather spike (+22.4%), recommended window 7 zile."
PEU-BRAKE-PADS-F,IT_MIL,Placute frana fata,brakes,Milan,,South,0.1552,0.0968,0.0148,36.3,12,is_payday_window,payday window,25.1,7,12.5429,stable_monitor,"Milan / Placute frana fata: peak month 12, trigger payday window (+25.1%), recommended window 7 zile."
PEU-OIL-FILTER,IT_MIL,Filtru ulei,maintenance,Milan,,South,0.1741,0.1144,0.0125,36.23,12,is_payday_window,payday window,35.3,7,13.7828,stable_monitor,"Milan / Filtru ulei: peak month 12, trigger payday window (+35.3%), recommended window 7 zile."
PEU-HEADLIGHT-H7,NL_AMS,Bec far H7,lighting,Amsterdam,,West,0.245,0.6236,0.1084,36.0,11,promotion_flag,promotion,18.0,7,9.3279,stable_monitor,"Amsterdam / Bec far H7: peak month 11, trigger promotion (+18.0%), recommended window 7 zile."
PEU-HEADLIGHT-H7,DE_BER,Bec far H7,lighting,Berlin,,Central,0.2439,0.6137,0.1651,35.83,11,promotion_flag,promotion,19.0,7,9.3279,stable_monitor,"Berlin / Bec far H7: peak month 11, trigger promotion (+19.0%), recommended window 7 zile."
PEU-HEADLIGHT-H7,IT_MIL,Bec far H7,lighting,Milan,,South,0.2474,0.6348,0.0564,35.79,11,promotion_flag,promotion,17.3,7,9.3279,stable_monitor,"Milan / Bec far H7: peak month 11, trigger promotion (+17.3%), recommended window 7 zile."
PEU-BRAKE-PADS-F,FR_PAR,Placute frana fata,brakes,Paris,,West,0.1579,0.1053,0.0,35.52,12,is_payday_window,payday window,25.4,7,12.5429,stable_monitor,"Paris / Placute frana fata: peak month 12, trigger payday window (+25.4%), recommended window 7 zile."
PEU-HEADLIGHT-H7,CZ_PRG,Bec far H7,lighting,Prague,,Central,0.2447,0.621,0.203,35.35,11,weather_spike_flag,weather spike,20.3,7,9.3279,stable_monitor,"Prague / Bec far H7: peak month 11, trigger weather spike (+20.3%), recommended window 7 zile."
PEU-OIL-FILTER,ES_MAD,Filtru ulei,maintenance,Madrid,,South,0.1759,0.1124,0.0115,34.93,12,is_payday_window,payday window,35.4,7,13.7828,stable_monitor,"Madrid / Filtru ulei: peak month 12, trigger payday window (+35.4%), recommended window 7 zile."
PEU-OIL-FILTER,RO_BUC,Filtru ulei,maintenance,Bucharest,,East,0.177,0.0986,0.0338,34.4,8,is_payday_window,payday window,35.6,7,13.7828,stable_monitor,"Bucharest / Filtru ulei: peak month 8, trigger payday window (+35.6%), recommended window 7 zile."
PEU-HEADLIGHT-H7,RO_BUC,Bec far H7,lighting,Bucharest,,East,0.2405,0.615,0.1904,34.26,11,weather_spike_flag,weather spike,19.0,7,9.3279,stable_monitor,"Bucharest / Bec far H7: peak month 11, trigger weather spike (+19.0%), recommended window 7 zile."
PEU-HEADLIGHT-H7,DK_CPH,Bec far H7,lighting,Copenhagen,,North_Central,0.2385,0.601,0.1595,34.26,11,promotion_flag,promotion,17.5,7,9.3279,stable_monitor,"Copenhagen / Bec far H7: peak month 11, trigger promotion (+17.5%), recommended window 7 zile."
PEU-OIL-FILTER,SE_STO,Filtru ulei,maintenance,Stockholm,,Nordic,0.1778,0.1203,0.0,34.18,12,is_payday_window,payday window,35.9,7,13.7828,stable_monitor,"Stockholm / Filtru ulei: peak month 12, trigger payday window (+35.9%), recommended window 7 zile."
PEU-OIL-FILTER,FR_PAR,Filtru ulei,maintenance,Paris,,West,0.1756,0.1254,0.0,33.46,12,is_payday_window,payday window,35.4,7,13.7828,stable_monitor,"Paris / Filtru ulei: peak month 12, trigger payday window (+35.4%), recommended window 7 zile."
PEU-HEADLIGHT-H7,ES_MAD,Bec far H7,lighting,Madrid,,South,0.2406,0.6017,0.0526,33.36,11,promotion_flag,promotion,17.8,7,9.3279,stable_monitor,"Madrid / Bec far H7: peak month 11, trigger promotion (+17.8%), recommended window 7 zile."
PEU-OIL-FILTER,FI_HEL,Filtru ulei,maintenance,Helsinki,,Nordic,0.1757,0.1116,0.0,32.81,12,is_payday_window,payday window,35.7,7,13.7828,stable_monitor,"Helsinki / Filtru ulei: peak month 12, trigger payday window (+35.7%), recommended window 7 zile."
PEU-BRAKE-PADS-F,PL_WAW,Placute frana fata,brakes,Warsaw,,Central,0.1586,0.1052,0.0,32.53,7,is_payday_window,payday window,25.5,7,12.5429,stable_monitor,"Warsaw / Placute frana fata: peak month 7, trigger payday window (+25.5%), recommended window 7 zile."
PEU-AIR-FILTER,SE_STO,Filtru aer motor,filters,Stockholm,,Nordic,0.1058,0.0821,0.0424,32.49,12,promotion_flag,promotion,11.3,7,9.9763,stable_monitor,"Stockholm / Filtru aer motor: peak month 12, trigger promotion (+11.3%), recommended window 7 zile."
PEU-BRAKE-PADS-F,EE_TLL,Placute frana fata,brakes,Tallinn,,Nordic,0.1572,0.0943,0.0,32.0,12,is_payday_window,payday window,25.6,7,12.5429,stable_monitor,"Tallinn / Placute frana fata: peak month 12, trigger payday window (+25.6%), recommended window 7 zile."
PEU-BRAKE-PADS-F,DK_CPH,Placute frana fata,brakes,Copenhagen,,North_Central,0.1522,0.1029,0.0,31.96,12,is_payday_window,payday window,24.0,7,12.5429,stable_monitor,"Copenhagen / Placute frana fata: peak month 12, trigger payday window (+24.0%), recommended window 7 zile."
PEU-AIR-FILTER,FI_HEL,Filtru aer motor,filters,Helsinki,,Nordic,0.1037,0.078,0.0222,31.85,11,promotion_flag,promotion,12.2,7,9.9763,stable_monitor,"Helsinki / Filtru aer motor: peak month 11, trigger promotion (+12.2%), recommended window 7 zile."
PEU-OIL-FILTER,NL_AMS,Filtru ulei,maintenance,Amsterdam,,West,0.1738,0.1113,0.0,30.38,12,is_payday_window,payday window,35.2,7,13.7828,stable_monitor,"Amsterdam / Filtru ulei: peak month 12, trigger payday window (+35.2%), recommended window 7 zile."
PEU-ADBLUE-10L,FI_HEL,AdBlue 10L,consumables,Helsinki,,Nordic,0.1016,0.0834,0.0246,30.0,10,promotion_flag,promotion,12.7,42,8.5096,stable_monitor,"Helsinki / AdBlue 10L: peak month 10, trigger promotion (+12.7%), recommended window 42 zile."
PEU-OIL-FILTER,DE_BER,Filtru ulei,maintenance,Berlin,,Central,0.1757,0.1058,0.0,29.65,12,is_payday_window,payday window,35.8,7,13.7828,stable_monitor,"Berlin / Filtru ulei: peak month 12, trigger payday window (+35.8%), recommended window 7 zile."
PEU-SPARK-PLUG,RO_BUC,Bujie benzina,maintenance,Bucharest,,East,0.189,0.1303,0.026,29.47,12,is_payday_window,payday window,35.5,7,13.7828,stable_monitor,"Bucharest / Bujie benzina: peak month 12, trigger payday window (+35.5%), recommended window 7 zile."
PEU-AIR-FILTER,EE_TLL,Filtru aer motor,filters,Tallinn,,Nordic,0.1066,0.0751,0.022,29.42,11,promotion_flag,promotion,10.7,7,9.9763,stable_monitor,"Tallinn / Filtru aer motor: peak month 11, trigger promotion (+10.7%), recommended window 7 zile."
PEU-OIL-FILTER,DK_CPH,Filtru ulei,maintenance,Copenhagen,,North_Central,0.1739,0.1068,0.0,28.96,12,is_payday_window,payday window,35.0,7,13.7828,stable_monitor,"Copenhagen / Filtru ulei: peak month 12, trigger payday window (+35.0%), recommended window 7 zile."
PEU-AIR-FILTER,IT_MIL,Filtru aer motor,filters,Milan,,South,0.1081,0.076,0.0221,28.76,11,promotion_flag,promotion,11.6,7,9.9763,stable_monitor,"Milan / Filtru aer motor: peak month 11, trigger promotion (+11.6%), recommended window 7 zile."
PEU-OIL-FILTER,PL_WAW,Filtru ulei,maintenance,Warsaw,,Central,0.1751,0.1026,0.0,27.79,12,is_payday_window,payday window,35.2,7,13.7828,stable_monitor,"Warsaw / Filtru ulei: peak month 12, trigger payday window (+35.2%), recommended window 7 zile."
PEU-ADBLUE-10L,SE_STO,AdBlue 10L,consumables,Stockholm,,Nordic,0.1025,0.0747,0.0307,27.52,12,promotion_flag,promotion,10.8,42,8.5096,stable_monitor,"Stockholm / AdBlue 10L: peak month 12, trigger promotion (+10.8%), recommended window 42 zile."
PEU-OIL-FILTER,EE_TLL,Filtru ulei,maintenance,Tallinn,,Nordic,0.1768,0.0905,0.0,27.26,12,is_payday_window,payday window,35.7,7,13.7828,stable_monitor,"Tallinn / Filtru ulei: peak month 12, trigger payday window (+35.7%), recommended window 7 zile."
PEU-AIR-FILTER,DK_CPH,Filtru aer motor,filters,Copenhagen,,North_Central,0.1082,0.0756,0.0169,26.92,7,is_payday_window,payday window,10.2,7,9.9763,stable_monitor,"Copenhagen / Filtru aer motor: peak month 7, trigger payday window (+10.2%), recommended window 7 zile."
PEU-AIR-FILTER,ES_MAD,Filtru aer motor,filters,Madrid,,South,0.1091,0.0748,0.0178,26.17,4,promotion_flag,promotion,11.0,7,9.9763,stable_monitor,"Madrid / Filtru aer motor: peak month 4, trigger promotion (+11.0%), recommended window 7 zile."
PEU-AIR-FILTER,PL_WAW,Filtru aer motor,filters,Warsaw,,Central,0.1108,0.0864,0.008,25.91,10,is_payday_window,payday window,10.6,7,9.9763,stable_monitor,"Warsaw / Filtru aer motor: peak month 10, trigger payday window (+10.6%), recommended window 7 zile."
PEU-ADBLUE-10L,IT_MIL,AdBlue 10L,consumables,Milan,,South,0.1123,0.0811,0.0185,25.9,10,promotion_flag,promotion,10.7,42,8.5096,stable_monitor,"Milan / AdBlue 10L: peak month 10, trigger promotion (+10.7%), recommended window 42 zile."
PEU-OIL-FILTER,CZ_PRG,Filtru ulei,maintenance,Prague,,Central,0.174,0.0982,0.0,25.84,12,is_payday_window,payday window,34.8,7,13.7828,stable_monitor,"Prague / Filtru ulei: peak month 12, trigger payday window (+34.8%), recommended window 7 zile."
PEU-ADBLUE-10L,PL_WAW,AdBlue 10L,consumables,Warsaw,,Central,0.1077,0.0905,0.0213,25.57,11,promotion_flag,promotion,12.5,42,8.5096,stable_monitor,"Warsaw / AdBlue 10L: peak month 11, trigger promotion (+12.5%), recommended window 42 zile."
PEU-ADBLUE-10L,DE_BER,AdBlue 10L,consumables,Berlin,,Central,0.1061,0.0668,0.0241,25.16,12,promotion_flag,promotion,10.9,42,8.5096,stable_monitor,"Berlin / AdBlue 10L: peak month 12, trigger promotion (+10.9%), recommended window 42 zile."
PEU-ADBLUE-10L,EE_TLL,AdBlue 10L,consumables,Tallinn,,Nordic,0.0994,0.065,0.0217,25.14,11,promotion_flag,promotion,9.3,42,8.5096,stable_monitor,"Tallinn / AdBlue 10L: peak month 11, trigger promotion (+9.3%), recommended window 42 zile."
PEU-BRAKE-FLUID-DOT4,IT_MIL,Lichid frana DOT4 1L,brakes,Milan,,South,0.1628,0.109,0.0215,24.86,8,is_payday_window,payday window,26.1,7,12.5429,stable_monitor,"Milan / Lichid frana DOT4 1L: peak month 8, trigger payday window (+26.1%), recommended window 7 zile."
PEU-AIR-FILTER,DE_BER,Filtru aer motor,filters,Berlin,,Central,0.1058,0.0652,0.01,24.8,12,promotion_flag,promotion,12.9,7,9.9763,stable_monitor,"Berlin / Filtru aer motor: peak month 12, trigger promotion (+12.9%), recommended window 7 zile."
PEU-AIR-FILTER,RO_BUC,Filtru aer motor,filters,Bucharest,,East,0.1102,0.0755,0.0129,24.61,12,promotion_flag,promotion,11.3,7,9.9763,stable_monitor,"Bucharest / Filtru aer motor: peak month 12, trigger promotion (+11.3%), recommended window 7 zile."
PEU-SPARK-PLUG,ES_MAD,Bujie benzina,maintenance,Madrid,,South,0.191,0.1044,0.013,24.28,7,is_payday_window,payday window,36.5,7,13.7828,stable_monitor,"Madrid / Bujie benzina: peak month 7, trigger payday window (+36.5%), recommended window 7 zile."
PEU-ADBLUE-10L,DK_CPH,AdBlue 10L,consumables,Copenhagen,,North_Central,0.1146,0.0705,0.0184,24.12,12,promotion_flag,promotion,11.1,42,8.5096,stable_monitor,"Copenhagen / AdBlue 10L: peak month 12, trigger promotion (+11.1%), recommended window 42 zile."
PEU-AIR-FILTER,FR_PAR,Filtru aer motor,filters,Paris,,West,0.107,0.0813,0.0,23.9,12,promotion_flag,promotion,12.6,7,9.9763,stable_monitor,"Paris / Filtru aer motor: peak month 12, trigger promotion (+12.6%), recommended window 7 zile."
PEU-SPARK-PLUG,EE_TLL,Bujie benzina,maintenance,Tallinn,,Nordic,0.1877,0.1232,0.0,23.83,8,is_payday_window,payday window,35.6,7,13.7828,stable_monitor,"Tallinn / Bujie benzina: peak month 8, trigger payday window (+35.6%), recommended window 7 zile."
PEU-AIR-FILTER,NL_AMS,Filtru aer motor,filters,Amsterdam,,West,0.1055,0.0582,0.004,23.82,12,promotion_flag,promotion,11.9,7,9.9763,stable_monitor,"Amsterdam / Filtru aer motor: peak month 12, trigger promotion (+11.9%), recommended window 7 zile."
PEU-SPARK-PLUG,NL_AMS,Bujie benzina,maintenance,Amsterdam,,West,0.1852,0.1339,0.0,23.53,12,is_payday_window,payday window,36.4,7,13.7828,stable_monitor,"Amsterdam / Bujie benzina: peak month 12, trigger payday window (+36.4%), recommended window 7 zile."
PEU-ADBLUE-10L,NL_AMS,AdBlue 10L,consumables,Amsterdam,,West,0.1108,0.0727,0.0072,23.37,12,promotion_flag,promotion,10.5,42,8.5096,stable_monitor,"Amsterdam / AdBlue 10L: peak month 12, trigger promotion (+10.5%), recommended window 42 zile."
PEU-ADBLUE-10L,CZ_PRG,AdBlue 10L,consumables,Prague,,Central,0.1096,0.0804,0.0178,23.16,11,promotion_flag,promotion,10.9,42,8.5096,stable_monitor,"Prague / AdBlue 10L: peak month 11, trigger promotion (+10.9%), recommended window 42 zile."
PEU-ADBLUE-10L,ES_MAD,AdBlue 10L,consumables,Madrid,,South,0.1074,0.0816,0.0118,23.08,12,promotion_flag,promotion,10.7,42,8.5096,stable_monitor,"Madrid / AdBlue 10L: peak month 12, trigger promotion (+10.7%), recommended window 42 zile."
PEU-ADBLUE-10L,FR_PAR,AdBlue 10L,consumables,Paris,,West,0.1067,0.0607,0.0065,22.8,10,promotion_flag,promotion,12.0,42,8.5096,stable_monitor,"Paris / AdBlue 10L: peak month 10, trigger promotion (+12.0%), recommended window 42 zile."
PEU-SPARK-PLUG,IT_MIL,Bujie benzina,maintenance,Milan,,South,0.1881,0.1022,0.0063,22.8,12,is_payday_window,payday window,35.9,7,13.7828,stable_monitor,"Milan / Bujie benzina: peak month 12, trigger payday window (+35.9%), recommended window 7 zile."
PEU-ADBLUE-10L,RO_BUC,AdBlue 10L,consumables,Bucharest,,East,0.1126,0.0711,0.0198,22.41,12,promotion_flag,promotion,12.0,42,8.5096,stable_monitor,"Bucharest / AdBlue 10L: peak month 12, trigger promotion (+12.0%), recommended window 42 zile."
PEU-SPARK-PLUG,FR_PAR,Bujie benzina,maintenance,Paris,,West,0.1827,0.0972,0.0038,21.81,7,is_payday_window,payday window,35.4,7,13.7828,stable_monitor,"Paris / Bujie benzina: peak month 7, trigger payday window (+35.4%), recommended window 7 zile."
PEU-SPARK-PLUG,SE_STO,Bujie benzina,maintenance,Stockholm,,Nordic,0.1878,0.105,0.0,21.38,12,is_payday_window,payday window,36.4,7,13.7828,stable_monitor,"Stockholm / Bujie benzina: peak month 12, trigger payday window (+36.4%), recommended window 7 zile."
PEU-SPARK-PLUG,DK_CPH,Bujie benzina,maintenance,Copenhagen,,North_Central,0.1889,0.1125,0.0,21.37,8,is_payday_window,payday window,36.2,7,13.7828,stable_monitor,"Copenhagen / Bujie benzina: peak month 8, trigger payday window (+36.2%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,FI_HEL,Lichid frana DOT4 1L,brakes,Helsinki,,Nordic,0.1607,0.1147,0.0,21.33,8,is_payday_window,payday window,26.1,7,12.5429,stable_monitor,"Helsinki / Lichid frana DOT4 1L: peak month 8, trigger payday window (+26.1%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,SE_STO,Lichid frana DOT4 1L,brakes,Stockholm,,Nordic,0.1603,0.1184,0.0,21.15,12,is_payday_window,payday window,25.0,7,12.5429,stable_monitor,"Stockholm / Lichid frana DOT4 1L: peak month 12, trigger payday window (+25.0%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,FR_PAR,Lichid frana DOT4 1L,brakes,Paris,,West,0.1629,0.1177,0.0,20.91,12,is_payday_window,payday window,25.4,7,12.5429,stable_monitor,"Paris / Lichid frana DOT4 1L: peak month 12, trigger payday window (+25.4%), recommended window 7 zile."
PEU-SPARK-PLUG,DE_BER,Bujie benzina,maintenance,Berlin,,Central,0.188,0.1095,0.0,20.67,8,is_payday_window,payday window,35.3,7,13.7828,stable_monitor,"Berlin / Bujie benzina: peak month 8, trigger payday window (+35.3%), recommended window 7 zile."
PEU-SPARK-PLUG,FI_HEL,Bujie benzina,maintenance,Helsinki,,Nordic,0.1824,0.0992,0.0,20.57,8,is_payday_window,payday window,35.5,7,13.7828,stable_monitor,"Helsinki / Bujie benzina: peak month 8, trigger payday window (+35.5%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,EE_TLL,Lichid frana DOT4 1L,brakes,Tallinn,,Nordic,0.1585,0.0947,0.011,19.63,4,is_payday_window,payday window,24.3,7,12.5429,stable_monitor,"Tallinn / Lichid frana DOT4 1L: peak month 4, trigger payday window (+24.3%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,DK_CPH,Lichid frana DOT4 1L,brakes,Copenhagen,,North_Central,0.1668,0.0981,0.0096,19.61,8,is_payday_window,payday window,25.6,7,12.5429,stable_monitor,"Copenhagen / Lichid frana DOT4 1L: peak month 8, trigger payday window (+25.6%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,RO_BUC,Lichid frana DOT4 1L,brakes,Bucharest,,East,0.1679,0.0907,0.0196,19.47,12,is_payday_window,payday window,24.9,7,12.5429,stable_monitor,"Bucharest / Lichid frana DOT4 1L: peak month 12, trigger payday window (+24.9%), recommended window 7 zile."
PEU-SPARK-PLUG,CZ_PRG,Bujie benzina,maintenance,Prague,,Central,0.1887,0.0906,0.0061,19.21,12,is_payday_window,payday window,35.9,7,13.7828,stable_monitor,"Prague / Bujie benzina: peak month 12, trigger payday window (+35.9%), recommended window 7 zile."
PEU-AIR-FILTER,CZ_PRG,Filtru aer motor,filters,Prague,,Central,0.1081,0.0573,0.0,17.92,10,promotion_flag,promotion,11.0,7,9.9763,stable_monitor,"Prague / Filtru aer motor: peak month 10, trigger promotion (+11.0%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,ES_MAD,Lichid frana DOT4 1L,brakes,Madrid,,South,0.1621,0.0978,0.0024,17.66,8,is_payday_window,payday window,24.8,7,12.5429,stable_monitor,"Madrid / Lichid frana DOT4 1L: peak month 8, trigger payday window (+24.8%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,PL_WAW,Lichid frana DOT4 1L,brakes,Warsaw,,Central,0.1692,0.1077,0.0,17.65,7,is_payday_window,payday window,26.4,7,12.5429,stable_monitor,"Warsaw / Lichid frana DOT4 1L: peak month 7, trigger payday window (+26.4%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,CZ_PRG,Lichid frana DOT4 1L,brakes,Prague,,Central,0.1683,0.1076,0.0,17.09,8,is_payday_window,payday window,25.5,7,12.5429,stable_monitor,"Prague / Lichid frana DOT4 1L: peak month 8, trigger payday window (+25.5%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,NL_AMS,Lichid frana DOT4 1L,brakes,Amsterdam,,West,0.1642,0.1014,0.0,16.96,7,is_payday_window,payday window,26.0,7,12.5429,stable_monitor,"Amsterdam / Lichid frana DOT4 1L: peak month 7, trigger payday window (+26.0%), recommended window 7 zile."
PEU-SPARK-PLUG,PL_WAW,Bujie benzina,maintenance,Warsaw,,Central,0.1863,0.0976,0.0,16.84,7,is_payday_window,payday window,35.1,7,13.7828,stable_monitor,"Warsaw / Bujie benzina: peak month 7, trigger payday window (+35.1%), recommended window 7 zile."
PEU-BRAKE-FLUID-DOT4,DE_BER,Lichid frana DOT4 1L,brakes,Berlin,,Central,0.1548,0.1002,0.0,15.36,12,is_payday_window,payday window,24.0,7,12.5429,stable_monitor,"Berlin / Lichid frana DOT4 1L: peak month 12, trigger payday window (+24.0%), recommended window 7 zile."
PEU-AC-REFILL,IT_MIL,Kit incarcare clima R134a/R1234yf,ac_cooling,Milan,,South,1.0085,2.79,4.4302,94.86,7,heatwave_flag,heatwave,443.0,7,16.4501,weather_sensitive,"Milan / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+443.0%), recommended window 7 zile."
