sku,part_name,category,location_id,city,country_code,climate_zone,segment_name,current_stock,safety_stock,optimal_stock,lead_time_days,supplier_id,supplier_name,supplier_reliability_score,forecast_demand_7d,forecast_demand_14d,forecast_demand_30d,avg_daily_forecast,max_daily_forecast,days_until_stockout,coverage_ratio_horizon,weather_spike_days_in_horizon,cold_snap_days_in_horizon,heatwave_days_in_horizon,payday_window_days_in_horizon,recommended_action,recommended_qty,priority,explanation
PEU-HEADLIGHT-H7,Bec far H7,lighting,DK_CPH,Copenhagen,Denmark,North_Central,fast_moving_stable,297,50,100,7,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,54.47,106.76,224.3,7.477,8.249,39.72,1.324,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-HEADLIGHT-H7,Bec far H7,lighting,PL_WAW,Warsaw,Poland,Central,fast_moving_stable,297,50,100,7,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,53.6,105.82,222.54,7.418,8.248,40.04,1.335,0,0,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BRAKE-PADS-F,Placute frana fata,brakes,FI_HEL,Helsinki,Finland,Nordic,salary_event_sensitive,266,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,47.06,92.95,196.86,6.562,7.325,40.54,1.351,0,30,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-HEADLIGHT-H7,Bec far H7,lighting,CZ_PRG,Prague,Czechia,Central,fast_moving_stable,299,50,100,7,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,52.54,103.51,220.51,7.35,8.016,40.68,1.356,0,0,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-HEADLIGHT-H7,Bec far H7,lighting,ES_MAD,Madrid,Spain,South,fast_moving_stable,297,50,100,7,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,53.31,104.22,218.45,7.282,8.089,40.79,1.36,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,FR_PAR,Paris,France,West,fast_moving_stable,161,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,28.15,55.7,118.37,3.946,4.258,40.8,1.36,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,IT_MIL,Milan,Italy,South,fast_moving_stable,161,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,27.22,54.37,116.49,3.883,4.07,41.46,1.382,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-HEADLIGHT-H7,Bec far H7,lighting,RO_BUC,Bucharest,Romania,East,fast_moving_stable,300,50,100,7,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,51.62,101.86,215.68,7.189,7.944,41.73,1.391,0,0,0,5,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,NL_AMS,Amsterdam,Netherlands,West,fast_moving_stable,161,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,27.14,53.77,115.35,3.845,4.178,41.87,1.396,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,PL_WAW,Warsaw,Poland,Central,fast_moving_stable,162,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,26.35,52.8,113.19,3.773,4.15,42.94,1.431,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,DK_CPH,Copenhagen,Denmark,North_Central,fast_moving_stable,164,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,26.74,53.35,113.9,3.797,4.064,43.2,1.44,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,DE_BER,Berlin,Germany,Central,fast_moving_stable,163,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,26.34,52.25,112.12,3.737,4.073,43.61,1.454,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,RO_BUC,Bucharest,Romania,East,fast_moving_stable,163,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,25.91,51.78,111.23,3.708,4.024,43.96,1.465,0,0,0,5,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,EE_TLL,Tallinn,Estonia,Nordic,salary_event_sensitive,268,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,42.96,86.54,182.69,6.09,6.952,44.01,1.467,0,23,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,FR_PAR,Paris,France,West,salary_event_sensitive,267,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,44.06,85.86,181.86,6.062,6.877,44.04,1.468,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,ES_MAD,Madrid,Spain,South,fast_moving_stable,165,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,26.03,51.88,111.68,3.723,4.024,44.32,1.477,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,CZ_PRG,Prague,Czechia,Central,fast_moving_stable,164,10,20,10,SUP-ELECTRIC-DE,Rhine Electric Parts,0.91,25.96,51.58,110.65,3.688,4.004,44.46,1.482,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,SE_STO,Stockholm,Sweden,Nordic,salary_event_sensitive,269,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,42.99,83.87,178.14,5.938,6.816,45.3,1.51,0,14,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,FI_HEL,Helsinki,Finland,Nordic,salary_event_sensitive,268,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,43.43,83.41,175.99,5.866,7.02,45.68,1.523,0,30,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,NL_AMS,Amsterdam,Netherlands,West,salary_event_sensitive,271,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,41.38,81.1,172.79,5.76,6.587,47.05,1.568,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,IT_MIL,Milan,Italy,South,salary_event_sensitive,271,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,41.25,80.93,172.5,5.75,6.456,47.13,1.571,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,PL_WAW,Warsaw,Poland,Central,salary_event_sensitive,274,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,39.92,81.6,173.6,5.787,6.703,47.35,1.578,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,ES_MAD,Madrid,Spain,South,salary_event_sensitive,271,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,41.11,80.48,171.53,5.718,6.343,47.4,1.58,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,DK_CPH,Copenhagen,Denmark,North_Central,salary_event_sensitive,271,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,40.94,80.18,171.02,5.701,6.515,47.54,1.585,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,CZ_PRG,Prague,Czechia,Central,salary_event_sensitive,273,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,39.68,78.44,171.31,5.71,6.552,47.81,1.594,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,DE_BER,Berlin,Germany,Central,salary_event_sensitive,272,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,40.67,79.59,170.38,5.679,6.452,47.89,1.596,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,FR_PAR,Paris,France,West,salary_event_sensitive,271,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,41.04,79.64,168.62,5.621,6.518,48.22,1.607,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,EE_TLL,Tallinn,Estonia,Nordic,salary_event_sensitive,271,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,39.07,78.72,168.49,5.616,6.481,48.25,1.608,0,23,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,NL_AMS,Amsterdam,Netherlands,West,salary_event_sensitive,272,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,40.56,78.85,167.04,5.568,6.454,48.85,1.628,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,FI_HEL,Helsinki,Finland,Nordic,salary_event_sensitive,397,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,57.26,113.24,242.68,8.089,9.878,49.08,1.636,0,30,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,IT_MIL,Milan,Italy,South,salary_event_sensitive,270,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,40.03,76.24,161.11,5.37,6.637,50.28,1.676,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,FR_PAR,Paris,France,West,salary_event_sensitive,266,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,37.92,74.44,158.65,5.288,6.106,50.3,1.677,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,SE_STO,Stockholm,Sweden,Nordic,salary_event_sensitive,266,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,37.54,73.92,157.93,5.264,6.079,50.53,1.684,0,14,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,EE_TLL,Tallinn,Estonia,Nordic,salary_event_sensitive,266,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,36.71,74.52,157.8,5.26,6.121,50.57,1.686,0,23,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,Placute frana fata,brakes,RO_BUC,Bucharest,Romania,East,salary_event_sensitive,274,35,70,14,SUP-BRAKES-IT,Nord Italia Braking,0.88,37.21,74.2,161.92,5.397,6.36,50.77,1.692,0,0,0,5,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-FILTER,Filtru ulei,maintenance,FI_HEL,Helsinki,Finland,Nordic,salary_event_sensitive,463,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,68.01,129.53,272.57,9.086,11.528,50.96,1.699,0,30,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,SE_STO,Stockholm,Sweden,Nordic,salary_event_sensitive,271,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,38.97,74.87,159.15,5.305,6.505,51.08,1.703,0,14,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,EE_TLL,Tallinn,Estonia,Nordic,salary_event_sensitive,403,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,52.56,109.72,235.86,7.862,9.731,51.26,1.709,0,23,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,FI_HEL,Helsinki,Finland,Nordic,salary_event_sensitive,266,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,36.72,72.06,155.33,5.178,6.036,51.37,1.712,0,30,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,PL_WAW,Warsaw,Poland,Central,salary_event_sensitive,275,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,36.43,74.96,159.0,5.3,6.359,51.89,1.73,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,FR_PAR,Paris,France,West,salary_event_sensitive,401,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,54.8,107.88,230.97,7.699,9.071,52.09,1.736,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,SE_STO,Stockholm,Sweden,Nordic,salary_event_sensitive,401,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,54.33,107.3,230.64,7.688,9.317,52.16,1.739,0,14,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,DE_BER,Berlin,Germany,Central,salary_event_sensitive,273,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,37.73,73.01,156.33,5.211,6.43,52.39,1.746,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-FILTER,Filtru ulei,maintenance,SE_STO,Stockholm,Sweden,Nordic,salary_event_sensitive,469,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,64.54,125.06,266.38,8.879,10.884,52.82,1.761,0,14,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,CZ_PRG,Prague,Czechia,Central,salary_event_sensitive,277,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,35.73,71.52,157.21,5.24,6.318,52.86,1.762,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,DK_CPH,Copenhagen,Denmark,North_Central,salary_event_sensitive,274,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,36.9,72.14,155.1,5.17,6.231,53.0,1.767,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,ES_MAD,Madrid,Spain,South,salary_event_sensitive,273,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,37.0,72.08,154.5,5.15,6.179,53.01,1.767,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,AdBlue 10L,consumables,EE_TLL,Tallinn,Estonia,Nordic,fast_moving_stable,367,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,49.0,98.09,207.25,6.908,7.594,53.12,1.771,0,23,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-FILTER,Filtru ulei,maintenance,EE_TLL,Tallinn,Estonia,Nordic,salary_event_sensitive,471,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,60.98,125.52,265.3,8.843,10.91,53.26,1.775,0,23,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,Bujie benzina,maintenance,RO_BUC,Bucharest,Romania,East,salary_event_sensitive,277,40,80,14,SUP-MAINT-DE,DACH Maintenance Parts,0.94,36.15,72.05,155.9,5.197,6.213,53.3,1.777,0,0,0,5,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,PL_WAW,Warsaw,Poland,Central,salary_event_sensitive,270,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,34.95,71.3,151.79,5.06,5.867,53.36,1.779,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,AdBlue 10L,consumables,FI_HEL,Helsinki,Finland,Nordic,fast_moving_stable,368,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,49.35,97.54,206.66,6.889,7.582,53.42,1.781,0,30,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-FILTER,Filtru ulei,maintenance,FR_PAR,Paris,France,West,salary_event_sensitive,471,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,62.98,123.05,263.73,8.791,10.703,53.58,1.786,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,IT_MIL,Milan,Italy,South,salary_event_sensitive,268,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,35.26,69.52,149.59,4.986,5.547,53.75,1.792,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,NL_AMS,Amsterdam,Netherlands,West,salary_event_sensitive,269,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,35.36,69.45,149.2,4.973,5.823,54.09,1.803,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,AdBlue 10L,consumables,SE_STO,Stockholm,Sweden,Nordic,fast_moving_stable,369,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,48.44,96.22,204.47,6.816,7.45,54.14,1.805,0,14,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,DE_BER,Berlin,Germany,Central,salary_event_sensitive,404,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,53.36,104.53,223.63,7.454,8.941,54.2,1.807,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,AdBlue 10L,consumables,DE_BER,Berlin,Germany,Central,fast_moving_stable,368,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,47.98,95.33,202.95,6.765,7.4,54.4,1.813,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,AdBlue 10L,consumables,FR_PAR,Paris,France,West,fast_moving_stable,369,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,48.27,95.62,203.25,6.775,7.389,54.46,1.815,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,FI_HEL,Helsinki,Finland,Nordic,fast_moving_stable,330,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,43.71,86.3,181.32,6.044,6.683,54.6,1.82,0,30,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-FILTER,Filtru ulei,maintenance,IT_MIL,Milan,Italy,South,salary_event_sensitive,471,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,61.68,120.48,258.76,8.625,10.099,54.61,1.82,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,DE_BER,Berlin,Germany,Central,salary_event_sensitive,271,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,34.98,69.06,148.27,4.942,5.78,54.83,1.828,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,PL_WAW,Warsaw,Poland,Central,salary_event_sensitive,409,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,49.65,104.18,221.82,7.394,9.151,55.32,1.844,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-FILTER,Filtru ulei,maintenance,PL_WAW,Warsaw,Poland,Central,salary_event_sensitive,477,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,58.44,121.75,258.51,8.617,10.642,55.35,1.845,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,Filtru aer motor,filters,SE_STO,Stockholm,Sweden,Nordic,fast_moving_stable,385,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,49.72,98.21,208.32,6.944,7.599,55.44,1.848,0,14,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,NL_AMS,Amsterdam,Netherlands,West,salary_event_sensitive,403,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,51.48,100.99,217.63,7.254,8.738,55.55,1.852,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,DK_CPH,Copenhagen,Denmark,North_Central,salary_event_sensitive,270,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,34.31,67.78,145.77,4.859,5.771,55.57,1.852,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,AdBlue 10L,consumables,NL_AMS,Amsterdam,Netherlands,West,fast_moving_stable,372,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,47.45,94.13,200.71,6.69,7.356,55.6,1.853,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-FILTER,Filtru ulei,maintenance,NL_AMS,Amsterdam,Netherlands,West,salary_event_sensitive,473,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,59.85,117.73,255.23,8.508,10.535,55.6,1.853,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,Filtru aer motor,filters,FI_HEL,Helsinki,Finland,Nordic,fast_moving_stable,386,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,49.76,98.35,208.06,6.935,7.659,55.66,1.855,0,30,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,EE_TLL,Tallinn,Estonia,Nordic,fast_moving_stable,388,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,48.91,98.54,208.46,6.949,7.626,55.84,1.861,0,23,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,FR_PAR,Paris,France,West,fast_moving_stable,385,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,49.61,97.84,206.82,6.894,7.603,55.85,1.862,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,RO_BUC,Bucharest,Romania,East,salary_event_sensitive,407,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,50.17,100.35,218.61,7.287,9.002,55.85,1.862,0,0,0,5,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,CZ_PRG,Prague,Czechia,Central,salary_event_sensitive,271,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,31.95,64.98,144.73,4.824,5.744,56.17,1.872,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
